text;language;label;cleaned_text;tokens
أنت قدها وتقدر تحقق كل اللي نفسك فيه لو فضلت مجتهد.;arabic;clean;انت قدها وتقدر تحقق اللي نفسك فضلت مجتهد;['انت', 'قدها', 'وتقدر', 'تحقق', 'اللي', 'نفسك', 'فضلت', 'مجتهد']
Reflecting on mistakes strengthens learning and future performance.;english;clean;reflecting mistakes strengthens learning future performance;['reflecting', 'mistakes', 'strengthens', 'learning', 'future', 'performance']
Prioritizing accuracy over speed improves overall effectiveness.;english;clean;prioritizing accuracy speed improves overall effectiveness;['prioritizing', 'accuracy', 'speed', 'improves', 'overall', 'effectiveness']
التدريب العملي أفضل من النظري;arabic;clean;التدريب العملي افضل النظري;['التدريب', 'العملي', 'افضل', 'النظري']
التوظيف المباشر بيخليك تعرف ثقافة الشركة من البداية;arabic;clean;التوظيف المباشر بيخليك تعرف ثقافه الشركه البدايه;['التوظيف', 'المباشر', 'بيخليك', 'تعرف', 'ثقافه', 'الشركه', 'البدايه']
Practicing automated testing improves reliability and confidence.;english;clean;practicing automated testing improves reliability confidence;['practicing', 'automated', 'testing', 'improves', 'reliability', 'confidence']
مدير العمليات التشغيلية;arabic;clean;مدير العمليات التشغيليه;['مدير', 'العمليات', 'التشغيليه']
university residence building;english;clean;university residence building;['university', 'residence', 'building']
Setting clear priorities allows focused effort on important tasks.;english;clean;setting clear priorities allows focused effort important tasks;['setting', 'clear', 'priorities', 'allows', 'focused', 'effort', 'important', 'tasks']
Analyzing previous project outcomes guides future actions effectively.;english;clean;analyzing previous project outcomes guides future actions effectively;['analyzing', 'previous', 'project', 'outcomes', 'guides', 'future', 'actions', 'effectively']
This project is really cool, I loved how everything is organized and the interface is super clear, every step is practical and easy to understand, which made it really easy for me to use it without any hassle, and I felt like every feature actually adds real value for the user.;english;clean;project really cool loved everything organized interface super clear every step practical easy understand made really easy use without hassle felt like every feature actually adds real value user;['project', 'really', 'cool', 'loved', 'everything', 'organized', 'interface', 'super', 'clear', 'every', 'step', 'practical', 'easy', 'understand', 'made', 'really', 'easy', 'use', 'without', 'hassle', 'felt', 'like', 'every', 'feature', 'actually', 'adds', 'real', 'value', 'user']
أسلوب عدائي;arabic;toxic;اسلوب عدايي;['اسلوب', 'عدايي']
forgery;english;toxic;forgery;['forgery']
Share all your ideas clearly and understandably.;english;clean;share ideas clearly understandably;['share', 'ideas', 'clearly', 'understandably']
Building Experienglishce;english;clean;building experienglishce;['building', 'experienglishce']
تقييم الأداء يساعد الإدارة على اتخاذ قرارات أفضل;arabic;clean;تقييم الاداء يساعد الاداره علي اتخاذ قرارات افضل;['تقييم', 'الاداء', 'يساعد', 'الاداره', 'علي', 'اتخاذ', 'قرارات', 'افضل']
مبتكر دائمًا;arabic;clean;مبتكر دايما;['مبتكر', 'دايما']
الخبرة العملية بتديك ثقة في الشغل;arabic;clean;الخبره العمليه بتديك ثقه الشغل;['الخبره', 'العمليه', 'بتديك', 'ثقه', 'الشغل']
Creating structured work plans guides consistent execution.;english;clean;creating structured work plans guides consistent execution;['creating', 'structured', 'work', 'plans', 'guides', 'consistent', 'execution']
service;english;clean;service;['service']
I gained experience in performance measurement, evaluation, and recommending improvements for enhanced outcomes.;english;clean;gained experience performance measurement evaluation recommending improvements enhanced outcomes;['gained', 'experience', 'performance', 'measurement', 'evaluation', 'recommending', 'improvements', 'enhanced', 'outcomes']
المهارات التحليلية بتفرق في اتخاذ القرار;arabic;clean;المهارات التحليليه بتفرق اتخاذ القرار;['المهارات', 'التحليليه', 'بتفرق', 'اتخاذ', 'القرار']
Learning to handle interview stress ensures better performance.;english;clean;learning handle interview stress ensures better performance;['learning', 'handle', 'interview', 'stress', 'ensures', 'better', 'performance']
اشتغلت على مشروع جماعي، كل واحد عنده دور محدد، واتعلمت التعاون ومشاركة الأفكار.;arabic;clean;اشتغلت علي مشروع جماعي عنده دور محدد واتعلمت التعاون ومشاركه الافكار;['اشتغلت', 'علي', 'مشروع', 'جماعي', 'عنده', 'دور', 'محدد', 'واتعلمت', 'التعاون', 'ومشاركه', 'الافكار']
النهج التجريبي يحسن التكيف وحل المشكلات الإبداعي.;arabic;clean;النهج التجريبي يحسن التكيف وحل المشكلات الابداعي;['النهج', 'التجريبي', 'يحسن', 'التكيف', 'وحل', 'المشكلات', 'الابداعي']
العمل متقن;arabic;clean;العمل متقن;['العمل', 'متقن']
Using mentorship programs guides students in career planning and skill acquisition.;english;clean;using mentorship programs guides students career planning skill acquisition;['using', 'mentorship', 'programs', 'guides', 'students', 'career', 'planning', 'skill', 'acquisition']
مُناضَلة;arabic;clean;مناضله;['مناضله']
غير ملتزم;arabic;toxic;ملتزم;['ملتزم']
حل النزاعات;arabic;clean;حل النزاعات;['حل', 'النزاعات']
Learning from diverse challenges strengthens adaptability and flexibility.;english;clean;learning diverse challenges strengthens adaptability flexibility;['learning', 'diverse', 'challenges', 'strengthens', 'adaptability', 'flexibility']
ما هي التحديات التي قد أواجهها في السوق؟;arabic;clean;التحديات اواجهها السوق;['التحديات', 'اواجهها', 'السوق']
التحفيز الوظيفي بيزيد الإنتاجية;arabic;clean;التحفيز الوظيفي بيزيد الانتاجيه;['التحفيز', 'الوظيفي', 'بيزيد', 'الانتاجيه']
التطوير المؤسسي بيخلي الموظفين أكثر التزاماً;arabic;clean;التطوير الموسسي بيخلي الموظفين اكثر التزاما;['التطوير', 'الموسسي', 'بيخلي', 'الموظفين', 'اكثر', 'التزاما']
حل المشكلات بتساعدك تتعلم من التجارب السابقة;arabic;clean;حل المشكلات بتساعدك تتعلم التجارب السابقه;['حل', 'المشكلات', 'بتساعدك', 'تتعلم', 'التجارب', 'السابقه']
Monitoring workload distribution prevents team overload.;english;clean;monitoring workload distribution prevents team overload;['monitoring', 'workload', 'distribution', 'prevents', 'team', 'overload']
Well done on your promotion, wishing you ongoing success and excellence in your career.;english;clean;well done promotion wishing ongoing success excellence career;['well', 'done', 'promotion', 'wishing', 'ongoing', 'success', 'excellence', 'career']
كل الشكر ليك على مجهودك، وبجد واضح إنك ملتزم ومميز.;arabic;clean;الشكر ليك علي مجهودك وبجد واضح انك ملتزم ومميز;['الشكر', 'ليك', 'علي', 'مجهودك', 'وبجد', 'واضح', 'انك', 'ملتزم', 'ومميز']
يرضى;arabic;clean;يرضي;['يرضي']
Your repeated errors are wasting valuable time and resources.;english;toxic;repeated errors wasting valuable time resources;['repeated', 'errors', 'wasting', 'valuable', 'time', 'resources']
innovation center;english;clean;innovation center;['innovation', 'center']
حسيت بالخوف طبيعي، بس حاولت أحوّله لطاقة إيجابية تساعدني أتعلم أسرع.;arabic;clean;حسيت بالخوف طبيعي حاولت احوله لطاقه ايجابيه تساعدني اتعلم اسرع;['حسيت', 'بالخوف', 'طبيعي', 'حاولت', 'احوله', 'لطاقه', 'ايجابيه', 'تساعدني', 'اتعلم', 'اسرع']
Hi, did you face challenglishges adapting to the work englishvironmenglisht after graduation? Any tips to make the transition smoother?;english;clean;hi face challenglishges adapting work englishvironmenglisht graduation tips make transition smoother;['hi', 'face', 'challenglishges', 'adapting', 'work', 'englishvironmenglisht', 'graduation', 'tips', 'make', 'transition', 'smoother']
Honest;english;clean;honest;['honest']
تجميع البيانات بدقة يساعد على تحسين التخطيط.;arabic;clean;تجميع البيانات بدقه يساعد علي تحسين التخطيط;['تجميع', 'البيانات', 'بدقه', 'يساعد', 'علي', 'تحسين', 'التخطيط']
Developing tech literacy supports professional growth.;english;clean;developing tech literacy supports professional growth;['developing', 'tech', 'literacy', 'supports', 'professional', 'growth']
timid;english;toxic;timid;['timid']
I worked on professional development projects that enhanced my skills, knowledge, and workplace confidence.;english;clean;worked professional development projects enhanced skills knowledge workplace confidence;['worked', 'professional', 'development', 'projects', 'enhanced', 'skills', 'knowledge', 'workplace', 'confidence']
