text;label;language;tokens
vindictivetype;toxic;en;['vindictivetype']
volatile;toxic;en;['volatile']
vulgartype;toxic;en;['vulgartype']
warped;toxic;en;['warped']
wickedness;toxic;en;['wickedness']
wimpish;toxic;en;['wimpish']
wretchedness;toxic;en;['wretchedness']
zealotry;toxic;en;['zealotry']
zealottype;toxic;en;['zealottype']
ghaby;toxic;mix;['ghaby']
a7maq;toxic;mix;['a7maq']
ablah;toxic;mix;['ablah']
qabee7;toxic;mix;['qabee7']
magnoon;toxic;mix;['magnoon']
kasool;toxic;mix;['kasool']
kazzab;toxic;mix;['kazzab']
tafeh;toxic;mix;['tafeh']
sazeg;toxic;mix;['sazeg']
saye2;toxic;mix;['saye2']
sakheef;toxic;mix;['sakheef']
mohmel;toxic;mix;['mohmel']
mostahter;toxic;mix;['mostahter']
ehana;toxic;mix;['ehana']
7aramy;toxic;mix;['7aramy']
kolyya;clean;mix;['kolyya']
gam3a;clean;mix;['gam3a']
shighl;clean;mix;['shighl']
forsa;clean;mix;['forsa']
sherka;clean;mix;['sherka']
khebra;clean;mix;['khebra']
naga7;clean;mix;['naga7']
mosharka;clean;mix;['mosharka']
tatweer;clean;mix;['tatweer']
estfsr;clean;mix;['estfsr']
ebtkar;clean;mix;['ebtkar']
mobadra;clean;mix;['mobadra']
t3awon;clean;mix;['t3awon']
ebda3;clean;mix;['ebda3']
e7traf;clean;mix;['e7traf']
qyada;clean;mix;['qyada']
3amal gama3y;clean;mix;['3amal', 'gama3y']
tahfeez;clean;mix;['tahfeez']
eshraf;clean;mix;['eshraf']
tanzeem;clean;mix;['tanzeem']
edara;clean;mix;['edara']
e7traf;clean;mix;['e7traf']
maharat;clean;mix;['maharat']
tanfeez;clean;mix;['tanfeez']
bahs;clean;mix;['bahs']
engaz;clean;mix;['engaz']
tawasol;clean;mix;['tawasol']
shabaka;clean;mix;['shabaka']
as2ela;clean;mix;['as2ela']
ta7seen;clean;mix;['ta7seen']
3ard;clean;mix;['3ard']
tadreeb;clean;mix;['tadreeb']
mohadra;clean;mix;['mohadra']
mo2tamar;clean;mix;['mo2tamar']
msader;clean;mix;['msader']
nashat;clean;mix;['nashat']
ershad;clean;mix;['ershad']
estmara;clean;mix;['estmara']
ta3leem electrony;clean;mix;['ta3leem', 'electrony']
خريج جديد من كليه هندسه متحمس للتدريب الصيفي;clean;ar;['خريج', 'جديد', 'من', 'كليه', 'هندسه', 'متحمس', 'للتدريب', 'الصيفي']
يا رب التخرج يكون ناجح لكل الطلبه;clean;ar;['يا', 'رب', 'التخرج', 'يكون', 'ناجح', 'لكل', 'الطلبه']
شكر خاص للدكتور علي في كليه علوم، شرح ممتاز;clean;ar;['شكر', 'خاص', 'للدكتور', 'علي', 'في', 'كليه', 'علوم،', 'شرح', 'ممتاز']
الموظفين في شوون الخريجين كسالي جدًا ومش متعاونين;clean;ar;['الموظفين', 'في', 'شوون', 'الخريجين', 'كسالي', 'جدًا', 'ومش', 'متعاونين']
حابّه اشارك في مبادره طلابيه لتطوير الجامعه;clean;ar;['حابّه', 'اشارك', 'في', 'مبادره', 'طلابيه', 'لتطوير', 'الجامعه']
الدكاتره في كليه تجاره مزعجين جدًا، مش واضح ليهم اي تنظيم;clean;ar;['الدكاتره', 'في', 'كليه', 'تجاره', 'مزعجين', 'جدًا،', 'مش', 'واضح', 'ليهم', 'اي', 'تنظيم']
طالب نشط شارك في ورشه عمل تعليميه ممتازه;clean;ar;['طالب', 'نشط', 'شارك', 'في', 'ورشه', 'عمل', 'تعليميه', 'ممتازه']
خريج مستعد لفرص تدريب مهني بعد التخرج;clean;ar;['خريج', 'مستعد', 'لفرص', 'تدريب', 'مهني', 'بعد', 'التخرج']
الدكاتره في كليه علوم مزعجين ومافيش تنظيم;clean;ar;['الدكاتره', 'في', 'كليه', 'علوم', 'مزعجين', 'ومافيش', 'تنظيم']
فرصه رايعه لمشروع طلابي جماعي في كليه اداره اعمال;clean;ar;['فرصه', 'رايعه', 'لمشروع', 'طلابي', 'جماعي', 'في', 'كليه', 'اداره', 'اعمال']
الموظفين في شوون الطلاب متهاونين جدًا ومش ملتزمين;clean;ar;['الموظفين', 'في', 'شوون', 'الطلاب', 'متهاونين', 'جدًا', 'ومش', 'ملتزمين']
المبادره التعليميه ساعدتني افهم المواد بشكل عملي;clean;ar;['المبادره', 'التعليميه', 'ساعدتني', 'افهم', 'المواد', 'بشكل', 'عملي']
طالب متفوق حصل علي جايزه افضل مشروع نهايي;clean;ar;['طالب', 'متفوق', 'حصل', 'علي', 'جايزه', 'افضل', 'مشروع', 'نهايي']
اعضاء الهييه التدريسيه كسالي ومش مهتمين بالطلاب;clean;ar;['اعضاء', 'الهييه', 'التدريسيه', 'كسالي', 'ومش', 'مهتمين', 'بالطلاب']
تجربه تعليميه تفاعليه في كليه الهندسه كانت ممتازه;clean;ar;['تجربه', 'تعليميه', 'تفاعليه', 'في', 'كليه', 'الهندسه', 'كانت', 'ممتازه']
الورش العلميه في الجامعه مفيده جدًا;clean;ar;['الورش', 'العلميه', 'في', 'الجامعه', 'مفيده', 'جدًا']
المشرفين علي التدريب العملي محترفين ومتعاونين;clean;ar;['المشرفين', 'علي', 'التدريب', 'العملي', 'محترفين', 'ومتعاونين']
بعض الزملاء متكاسلين ومش ملتزمين بالمهام الجماعيه;clean;ar;['بعض', 'الزملاء', 'متكاسلين', 'ومش', 'ملتزمين', 'بالمهام', 'الجماعيه']
مشاركه طلابيه فعاله في الموتمر العلمي الاخير;clean;ar;['مشاركه', 'طلابيه', 'فعاله', 'في', 'الموتمر', 'العلمي', 'الاخير']
الدكاتره في كليه تجاره مش منظمين ومزعجين;clean;ar;['الدكاتره', 'في', 'كليه', 'تجاره', 'مش', 'منظمين', 'ومزعجين']
مشروع نهايي جماعي كان ناجح جدًا ومفيد;clean;ar;['مشروع', 'نهايي', 'جماعي', 'كان', 'ناجح', 'جدًا', 'ومفيد']
الطلاب الجدد متحمسين لكن بعضهم كسول;clean;ar;['الطلاب', 'الجدد', 'متحمسين', 'لكن', 'بعضهم', 'كسول']
تجربه التدريب العملي كانت رايعه;clean;ar;['تجربه', 'التدريب', 'العملي', 'كانت', 'رايعه']
الموظفين في شوون الطلاب مستهترين جدًا;clean;ar;['الموظفين', 'في', 'شوون', 'الطلاب', 'مستهترين', 'جدًا']
ابتكار طلابي ساعد في حل مشكله الجامعه;clean;ar;['ابتكار', 'طلابي', 'ساعد', 'في', 'حل', 'مشكله', 'الجامعه']
الدكاتره في كليه علوم متجاهلين الطلاب;clean;ar;['الدكاتره', 'في', 'كليه', 'علوم', 'متجاهلين', 'الطلاب']
التعاون الطلابي في المشروع كان ممتاز;clean;ar;['التعاون', 'الطلابي', 'في', 'المشروع', 'كان', 'ممتاز']
الموظفين في شوون الطلاب كسالي جدًا ومش مهتمين;toxic;ar;['الموظفين', 'في', 'شوون', 'الطلاب', 'كسالي', 'جدًا', 'ومش', 'مهتمين']
الدكاتره في كليه علوم مزعجين ومافيش اي تنظيم;toxic;ar;['الدكاتره', 'في', 'كليه', 'علوم', 'مزعجين', 'ومافيش', 'اي', 'تنظيم']
بعض الزملاء متهاونين ومش ملتزمين بالمواعيد;toxic;ar;['بعض', 'الزملاء', 'متهاونين', 'ومش', 'ملتزمين', 'بالمواعيد']
الموظفين في شوون الخريجين مستهترين جدًا;toxic;ar;['الموظفين', 'في', 'شوون', 'الخريجين', 'مستهترين', 'جدًا']
الدكاتره في كليه تجاره متكبرين ومش بيشرحوا كويس;toxic;ar;['الدكاتره', 'في', 'كليه', 'تجاره', 'متكبرين', 'ومش', 'بيشرحوا', 'كويس']
الطلاب الجدد مش مهتمين بالمشروع ومتكاسلين;toxic;ar;['الطلاب', 'الجدد', 'مش', 'مهتمين', 'بالمشروع', 'ومتكاسلين']
المشرف علي التدريب عملياته فوضويه جدًا;toxic;ar;['المشرف', 'علي', 'التدريب', 'عملياته', 'فوضويه', 'جدًا']
الدكاتره في الهندسه غير متعاونين ومزعجين;toxic;ar;['الدكاتره', 'في', 'الهندسه', 'غير', 'متعاونين', 'ومزعجين']
بعض الزملاء في الفريق عدوانيين ومتسلطين;toxic;ar;['بعض', 'الزملاء', 'في', 'الفريق', 'عدوانيين', 'ومتسلطين']
الموظفين في الجامعه فاسدين ومافيش نزاهه;toxic;ar;['الموظفين', 'في', 'الجامعه', 'فاسدين', 'ومافيش', 'نزاهه']
الهييه التدريسيه مهمله ومش متابعه للطلاب;toxic;ar;['الهييه', 'التدريسيه', 'مهمله', 'ومش', 'متابعه', 'للطلاب']
المشروع الجماعي تعبان والطلاب غير ملتزمين;toxic;ar;['المشروع', 'الجماعي', 'تعبان', 'والطلاب', 'غير', 'ملتزمين']
الدكاتره في كليه اداره اعمال متعجرفين;toxic;ar;['الدكاتره', 'في', 'كليه', 'اداره', 'اعمال', 'متعجرفين']
الموظفين ساخطين ومش مستعدين يساعدوا;toxic;ar;['الموظفين', 'ساخطين', 'ومش', 'مستعدين', 'يساعدوا']
الطلاب المتاخرين في تسليم المشاريع كسالي جدًا;toxic;ar;['الطلاب', 'المتاخرين', 'في', 'تسليم', 'المشاريع', 'كسالي', 'جدًا']
المشرفين علي التدريب متسلطين ومزعجين;toxic;ar;['المشرفين', 'علي', 'التدريب', 'متسلطين', 'ومزعجين']
الدكاتره في كليه علوم غير مهتمين بالطلاب;toxic;ar;['الدكاتره', 'في', 'كليه', 'علوم', 'غير', 'مهتمين', 'بالطلاب']
بعض الزملاء انانيين ومش بيتعاونوا;toxic;ar;['بعض', 'الزملاء', 'انانيين', 'ومش', 'بيتعاونوا']
الطلاب في الورشه مضيعين الوقت ومش مركزين;toxic;ar;['الطلاب', 'في', 'الورشه', 'مضيعين', 'الوقت', 'ومش', 'مركزين']
الهييه التدريسيه متهاونه وفوضويه;toxic;ar;['الهييه', 'التدريسيه', 'متهاونه', 'وفوضويه']
